t_dist, t_dist_seq, t_dist_mpi, num_proc, num_vertex_per_proc
536.941908644, 280.6550300280002, 256.2868786159998, 8, 4096
314.8558983, 164.8843340939999, 149.97156420600007, 16, 2048
158.877751396, 83.20598631699998, 75.67176507900002, 32, 1024
81.431812069, 41.073662408000004, 40.358149661, 64, 512
44.915492989, 21.77115873700001, 23.14433425199999, 128, 256
20.668892755999998, 11.265188962999996, 9.403703793000002, 256, 128
