,num_vertices,t_prim
0,8,5.7220458984375e-05
1,16,0.00013828277587890625
2,32,0.0004749298095703125
3,64,0.001794576644897461
4,128,0.006915569305419922
5,256,0.026484966278076172
6,512,0.10767126083374023
7,1024,0.4357478618621826
8,2048,1.7616558074951172
9,4096,7.066772937774658
10,8192,29.064620971679688
11,16384,126.14206552505493
12,32768,578.1866812705994
